Epoch,Train Loss,Val Loss,Train Accuracy,Val Accuracy,Learning Rate,Epoch Time(s)
46,0.282724,0.559145,0.899140,0.824100,0.100000,9.2
47,0.273527,0.438176,0.903480,0.858000,0.100000,8.9
48,0.269868,0.415513,0.906020,0.867500,0.100000,9.2
49,0.264943,0.616854,0.907980,0.816700,0.100000,9.1
50,0.266841,0.458797,0.906220,0.851100,0.100000,9.4
51,0.262442,0.438636,0.909260,0.858100,0.100000,9.5
52,0.258121,0.437868,0.909100,0.861000,0.100000,9.4
53,0.259702,0.459009,0.909180,0.860500,0.100000,9.3
54,0.258313,0.532524,0.910800,0.839800,0.100000,9.3
55,0.260464,0.408799,0.909760,0.869900,0.100000,9.3
56,0.252906,0.567017,0.913020,0.836700,0.100000,9.3
57,0.253795,0.450749,0.912400,0.859500,0.100000,9.5
58,0.254851,0.395220,0.911500,0.873400,0.100000,9.4
59,0.252118,0.478474,0.912020,0.848000,0.100000,9.5
60,0.248892,0.405105,0.912700,0.871900,0.100000,9.3
61,0.250308,0.401519,0.912340,0.871800,0.100000,9.3
62,0.248526,0.411399,0.913220,0.866600,0.100000,9.3
63,0.246883,0.423657,0.914600,0.863700,0.100000,9.3
64,0.243692,0.548825,0.914760,0.842200,0.100000,9.3
65,0.242506,0.546286,0.914680,0.837700,0.100000,9.3
66,0.242064,0.490504,0.914560,0.853300,0.100000,9.3
67,0.242538,0.465860,0.914680,0.855000,0.100000,9.2
68,0.236009,0.422832,0.917880,0.870100,0.100000,9.2
69,0.237836,0.426838,0.915580,0.859300,0.100000,9.2
70,0.240855,0.430907,0.915380,0.862500,0.100000,9.2
71,0.239097,0.536472,0.914860,0.844700,0.100000,9.2
72,0.240616,0.509239,0.915040,0.850100,0.100000,9.3
73,0.234240,0.465432,0.917680,0.855300,0.100000,9.3
74,0.230794,0.442901,0.918880,0.860000,0.100000,8.8
75,0.233832,0.411147,0.918400,0.869600,0.100000,8.8
76,0.234305,0.602023,0.919220,0.824200,0.100000,8.8
77,0.234301,0.570012,0.917120,0.832900,0.100000,8.4
78,0.231918,0.513358,0.920120,0.850100,0.100000,7.7
79,0.227177,0.380970,0.921100,0.875000,0.100000,9.5
80,0.224543,0.456852,0.921960,0.859200,0.100000,9.1
81,0.228622,0.405400,0.919260,0.867700,0.100000,9.2
82,0.226119,0.588815,0.921000,0.829300,0.010000,9.3
83,0.141920,0.280504,0.951740,0.907400,0.010000,9.2
84,0.112346,0.277611,0.962720,0.909600,0.010000,9.1
85,0.102709,0.279575,0.965600,0.909600,0.010000,8.9
86,0.097166,0.277032,0.966600,0.912000,0.010000,9.1
87,0.088879,0.287683,0.970500,0.911000,0.010000,9.1
88,0.084107,0.289584,0.972060,0.909300,0.010000,9.3
89,0.080004,0.296426,0.972940,0.910300,0.010000,8.6
90,0.077262,0.295263,0.973920,0.912200,0.010000,9.2
91,0.072218,0.298522,0.975520,0.913100,0.010000,9.4
92,0.071699,0.304747,0.975320,0.911900,0.010000,9.4
93,0.071211,0.305706,0.976020,0.912400,0.010000,9.4
94,0.068264,0.302225,0.976540,0.913400,0.010000,9.3
95,0.066358,0.309155,0.977740,0.912500,0.010000,9.4
96,0.062302,0.311952,0.979360,0.913100,0.010000,9.1
97,0.060095,0.311866,0.979480,0.914600,0.010000,9.3
98,0.058655,0.317130,0.980420,0.912400,0.010000,9.2
99,0.057913,0.317614,0.980080,0.912600,0.010000,9.2
100,0.056224,0.323701,0.981180,0.911000,0.010000,9.3
101,0.056193,0.324359,0.981080,0.914100,0.010000,9.4
102,0.055475,0.328117,0.981120,0.911200,0.010000,9.3
103,0.053263,0.321060,0.982140,0.913300,0.010000,9.3
104,0.051316,0.327742,0.982080,0.911500,0.010000,9.3
105,0.049172,0.331419,0.983780,0.914700,0.010000,9.3
106,0.047553,0.337090,0.984300,0.911300,0.010000,9.2
107,0.047097,0.349659,0.984080,0.910000,0.010000,9.3
108,0.048282,0.341877,0.984000,0.911500,0.010000,8.9
109,0.045766,0.347036,0.984580,0.911200,0.010000,9.6
110,0.045943,0.346486,0.984140,0.911100,0.010000,9.1
111,0.043524,0.352763,0.985700,0.911100,0.010000,9.3
112,0.044780,0.346442,0.984400,0.909900,0.010000,9.3
113,0.044798,0.349984,0.984920,0.913200,0.010000,9.3
114,0.043287,0.352048,0.985500,0.912200,0.010000,9.3
115,0.041235,0.352079,0.986340,0.910600,0.010000,9.4
116,0.039935,0.348372,0.987080,0.912000,0.010000,8.8
117,0.039993,0.361677,0.986960,0.910700,0.010000,9.2
118,0.038604,0.362399,0.986680,0.910100,0.010000,9.1
119,0.040251,0.354472,0.986720,0.913300,0.010000,9.0
120,0.037837,0.366537,0.987540,0.913500,0.010000,9.3
121,0.037705,0.367970,0.987140,0.911500,0.010000,9.0
122,0.037078,0.364138,0.987240,0.913600,0.010000,9.2
123,0.037006,0.378004,0.987480,0.910800,0.001000,9.2
124,0.032295,0.362308,0.990020,0.915800,0.001000,9.4
125,0.029183,0.358999,0.991100,0.913800,0.001000,9.3
126,0.028144,0.353544,0.991360,0.915500,0.001000,9.3
127,0.028145,0.353628,0.991220,0.915300,0.001000,9.3
128,0.025931,0.354291,0.992540,0.913100,0.001000,9.3
129,0.026871,0.354589,0.991860,0.914100,0.001000,9.3
130,0.025116,0.355733,0.992560,0.915100,0.001000,9.3
131,0.025963,0.358561,0.992260,0.914300,0.001000,9.0
132,0.025018,0.353750,0.992480,0.913200,0.001000,9.3
133,0.025172,0.355155,0.992340,0.914700,0.001000,9.3
134,0.024944,0.359659,0.992500,0.915100,0.001000,9.2
135,0.024257,0.357113,0.992960,0.914500,0.001000,9.3
136,0.024245,0.359065,0.993080,0.914000,0.001000,9.2
137,0.023921,0.357309,0.993040,0.915100,0.001000,9.3
138,0.023618,0.358661,0.993380,0.914900,0.001000,9.3
139,0.023256,0.357734,0.993180,0.914200,0.001000,9.4
140,0.024334,0.357187,0.992840,0.914800,0.001000,9.2
141,0.025230,0.359577,0.992500,0.913700,0.001000,9.3
142,0.024128,0.355814,0.992880,0.914200,0.001000,9.3
143,0.022851,0.357836,0.993440,0.915400,0.001000,9.1
144,0.022825,0.358765,0.993520,0.914700,0.001000,9.2
145,0.024188,0.360208,0.992740,0.914600,0.001000,8.6
146,0.023113,0.361169,0.993160,0.914800,0.001000,9.1
147,0.022519,0.361672,0.993420,0.914700,0.001000,9.4
148,0.023167,0.361743,0.993420,0.914100,0.001000,9.2
149,0.022749,0.358950,0.993440,0.914300,0.001000,9.3
150,0.023607,0.359637,0.993060,0.916100,0.001000,9.2
151,0.022037,0.359955,0.993940,0.915600,0.001000,9.3
152,0.021485,0.361357,0.994200,0.915100,0.001000,9.2
153,0.022463,0.363403,0.993280,0.914000,0.001000,8.8
154,0.021076,0.362561,0.994220,0.913200,0.001000,9.4
155,0.022360,0.362569,0.993460,0.914400,0.001000,9.1
156,0.021673,0.364698,0.993660,0.914700,0.001000,9.1
157,0.021188,0.363337,0.993940,0.914100,0.001000,9.3
158,0.022383,0.365210,0.993180,0.913500,0.001000,9.2
159,0.021200,0.365397,0.993980,0.914500,0.001000,9.3
160,0.020481,0.363503,0.994120,0.915400,0.001000,9.3
161,0.022929,0.363873,0.993100,0.915500,0.001000,9.0
162,0.021510,0.368158,0.993780,0.914400,0.001000,9.2
163,0.020463,0.365719,0.994400,0.913900,0.001000,9.2
164,0.020966,0.364102,0.994060,0.914700,0.001000,9.3
