Epoch,Train Loss,Val Loss,Train Accuracy,Val Accuracy,Learning Rate,Epoch Time(s)
64,0.109474,0.369308,0.961840,0.899300,0.100000,9.6
65,0.105309,0.444532,0.962400,0.888600,0.100000,9.3
66,0.105409,0.371396,0.963640,0.894400,0.100000,9.6
67,0.106170,0.348528,0.962480,0.899200,0.100000,9.5
68,0.100418,0.341420,0.964660,0.905100,0.100000,9.5
69,0.107498,0.445551,0.962120,0.883700,0.100000,9.5
70,0.101587,0.425280,0.964080,0.883000,0.100000,9.6
71,0.105366,0.374167,0.963800,0.894500,0.100000,9.5
72,0.101408,0.444316,0.964480,0.876000,0.100000,9.6
73,0.107626,0.316421,0.962100,0.910800,0.100000,9.5
74,0.104902,0.379699,0.962960,0.895700,0.100000,9.6
75,0.101626,0.340672,0.964560,0.899500,0.100000,9.6
76,0.099285,0.390635,0.964420,0.897800,0.100000,9.6
77,0.104303,0.472386,0.963700,0.875600,0.100000,9.6
78,0.099341,0.358697,0.965680,0.899300,0.100000,9.6
79,0.102291,0.318020,0.964720,0.908500,0.100000,9.5
80,0.094106,0.357179,0.967240,0.905400,0.100000,9.5
81,0.101302,0.311592,0.964260,0.911800,0.100000,9.3
82,0.099375,0.359400,0.965200,0.898400,0.010000,9.6
83,0.043261,0.235867,0.986080,0.931600,0.010000,9.5
84,0.020888,0.232670,0.994300,0.936500,0.010000,9.8
85,0.017011,0.230263,0.995460,0.935800,0.010000,9.6
86,0.014366,0.233186,0.996420,0.936800,0.010000,10.7
87,0.012345,0.234857,0.996900,0.936000,0.010000,9.6
88,0.010854,0.236223,0.997320,0.936600,0.010000,9.5
89,0.008619,0.235191,0.998040,0.938700,0.010000,9.5
90,0.007951,0.237830,0.998460,0.938500,0.010000,9.5
91,0.007303,0.236286,0.998400,0.937600,0.010000,9.5
92,0.006161,0.237533,0.998680,0.939700,0.010000,9.5
93,0.005877,0.240194,0.998840,0.940600,0.010000,9.6
94,0.005492,0.238900,0.998900,0.940100,0.010000,9.5
95,0.005611,0.242393,0.998700,0.939100,0.010000,9.6
96,0.004497,0.240010,0.999100,0.940600,0.010000,9.5
97,0.004490,0.242018,0.999180,0.940200,0.010000,9.6
98,0.004188,0.243838,0.999200,0.941400,0.010000,9.4
99,0.004417,0.245902,0.999140,0.940600,0.010000,9.6
100,0.004567,0.244678,0.999040,0.940000,0.010000,9.5
101,0.003948,0.246163,0.999300,0.940300,0.010000,9.5
102,0.003312,0.245091,0.999520,0.941200,0.010000,9.5
103,0.003403,0.246695,0.999460,0.938800,0.010000,9.5
104,0.003248,0.246664,0.999500,0.940400,0.010000,9.4
105,0.003046,0.245729,0.999520,0.942400,0.010000,9.5
106,0.003082,0.244177,0.999460,0.942000,0.010000,9.6
107,0.002673,0.242819,0.999600,0.940900,0.010000,9.6
108,0.002696,0.243056,0.999680,0.942300,0.010000,9.6
109,0.002673,0.243995,0.999540,0.941500,0.010000,9.6
110,0.002563,0.242720,0.999740,0.941900,0.010000,9.5
111,0.002539,0.247494,0.999600,0.941500,0.010000,9.5
112,0.002346,0.245306,0.999620,0.942600,0.010000,9.5
113,0.002146,0.244142,0.999760,0.941300,0.010000,9.2
114,0.002029,0.245384,0.999840,0.942400,0.010000,9.4
115,0.002165,0.241140,0.999780,0.942500,0.010000,9.5
116,0.002163,0.242701,0.999700,0.941900,0.010000,9.4
117,0.002149,0.249130,0.999700,0.941400,0.010000,9.6
118,0.001888,0.241268,0.999820,0.941900,0.010000,9.2
119,0.002280,0.243011,0.999600,0.941700,0.010000,9.5
120,0.002028,0.243063,0.999760,0.942300,0.010000,9.5
121,0.001917,0.244410,0.999760,0.942100,0.010000,9.6
122,0.001794,0.244810,0.999800,0.942100,0.010000,9.5
123,0.001758,0.245493,0.999860,0.942900,0.001000,9.5
124,0.001884,0.246472,0.999880,0.941800,0.001000,9.5
125,0.001708,0.247212,0.999880,0.941900,0.001000,9.5
126,0.001842,0.244569,0.999760,0.942000,0.001000,9.5
127,0.001739,0.244403,0.999820,0.942000,0.001000,9.5
128,0.001674,0.243710,0.999880,0.942500,0.001000,9.5
129,0.001624,0.242553,0.999800,0.942300,0.001000,9.6
130,0.001457,0.241706,0.999920,0.942100,0.001000,9.6
131,0.001722,0.242166,0.999840,0.944000,0.001000,9.6
132,0.001823,0.243403,0.999680,0.942000,0.001000,9.0
133,0.001622,0.241937,0.999860,0.942100,0.001000,9.5
134,0.001606,0.241384,0.999820,0.942300,0.001000,9.5
135,0.001588,0.242584,0.999820,0.942400,0.001000,9.6
136,0.001550,0.240687,0.999920,0.942400,0.001000,9.6
137,0.001470,0.241507,0.999880,0.942800,0.001000,9.5
138,0.001753,0.240939,0.999780,0.942500,0.001000,9.6
139,0.001585,0.241877,0.999880,0.942500,0.001000,9.6
140,0.001474,0.241883,0.999820,0.942700,0.001000,9.7
141,0.001459,0.240320,0.999940,0.943200,0.001000,9.5
142,0.001555,0.239451,0.999880,0.943800,0.001000,9.5
143,0.001531,0.241151,0.999900,0.943700,0.001000,9.4
144,0.001528,0.241698,0.999900,0.942700,0.001000,9.4
145,0.001363,0.241801,0.999940,0.942600,0.001000,9.5
146,0.001439,0.240613,0.999900,0.942800,0.001000,9.5
147,0.001523,0.240422,0.999880,0.943500,0.001000,9.4
148,0.001551,0.242672,0.999900,0.942800,0.001000,9.4
149,0.001576,0.241411,0.999900,0.942900,0.001000,9.5
150,0.001489,0.240283,0.999880,0.942200,0.001000,9.4
151,0.001384,0.241554,0.999940,0.943500,0.001000,9.5
152,0.001343,0.242596,0.999980,0.943400,0.001000,9.4
153,0.001560,0.241545,0.999840,0.942900,0.001000,9.4
154,0.001553,0.239837,0.999860,0.944200,0.001000,9.5
155,0.001354,0.239559,0.999880,0.943700,0.001000,9.5
156,0.001477,0.242143,0.999860,0.943000,0.001000,9.4
157,0.001403,0.240437,0.999880,0.944100,0.001000,9.3
158,0.001313,0.240733,0.999940,0.943400,0.001000,9.4
159,0.001375,0.240847,0.999880,0.943000,0.001000,9.4
160,0.001523,0.239761,0.999880,0.943800,0.001000,9.5
161,0.001357,0.241661,0.999940,0.944200,0.001000,9.4
162,0.001433,0.240583,0.999900,0.943300,0.001000,9.5
163,0.001494,0.240622,0.999840,0.943200,0.001000,9.4
164,0.001343,0.241959,0.999960,0.943300,0.001000,9.4
