Epoch,Train Loss,Val Loss,Train Accuracy,Val Accuracy,Learning Rate,Epoch Time(s)
113,0.017529,0.324717,0.995200,0.921500,0.010000,13.0
114,0.016715,0.330875,0.995460,0.920600,0.010000,13.1
115,0.016662,0.324677,0.995300,0.921900,0.010000,13.1
116,0.017337,0.331673,0.994800,0.920400,0.010000,13.1
117,0.017373,0.330295,0.994940,0.920500,0.010000,13.2
118,0.016140,0.333662,0.995520,0.922200,0.010000,12.7
119,0.015587,0.336663,0.995740,0.919200,0.010000,13.0
120,0.016791,0.330991,0.995220,0.920500,0.010000,10.7
121,0.014296,0.334653,0.996160,0.921500,0.010000,11.0
122,0.014913,0.333381,0.995900,0.922900,0.010000,10.6
123,0.013578,0.338040,0.996420,0.922500,0.001000,10.6
124,0.012454,0.335505,0.996800,0.923200,0.001000,12.2
125,0.012197,0.334163,0.996740,0.922300,0.001000,11.0
126,0.011814,0.331014,0.996860,0.921400,0.001000,11.3
127,0.011213,0.331885,0.997040,0.921400,0.001000,10.6
128,0.010069,0.330930,0.997420,0.922500,0.001000,12.9
129,0.010891,0.335553,0.997540,0.922500,0.001000,13.0
130,0.011073,0.330450,0.997480,0.923000,0.001000,13.1
131,0.009774,0.334644,0.997640,0.922000,0.001000,13.0
132,0.010389,0.334621,0.997460,0.922500,0.001000,13.1
133,0.010117,0.335121,0.997660,0.921700,0.001000,12.7
134,0.010194,0.336737,0.997620,0.922000,0.001000,12.0
135,0.010420,0.333412,0.997340,0.922500,0.001000,11.7
136,0.009949,0.336578,0.997700,0.922800,0.001000,13.1
137,0.009761,0.333368,0.997820,0.922300,0.001000,13.2
138,0.009561,0.335768,0.997560,0.921900,0.001000,13.1
139,0.009501,0.332079,0.997900,0.922600,0.001000,13.1
140,0.010350,0.332583,0.997520,0.923700,0.001000,13.0
141,0.010237,0.332290,0.997460,0.923000,0.001000,13.1
142,0.008801,0.334843,0.998060,0.922000,0.001000,13.0
143,0.009926,0.335514,0.997740,0.922800,0.001000,13.2
144,0.009138,0.334773,0.997880,0.923000,0.001000,12.9
145,0.009409,0.333375,0.997860,0.923400,0.001000,13.1
146,0.008740,0.338337,0.998200,0.922800,0.001000,13.0
147,0.008897,0.334767,0.998040,0.923900,0.001000,13.1
148,0.008878,0.334673,0.997920,0.922600,0.001000,13.1
149,0.008982,0.335744,0.998100,0.922300,0.001000,12.9
150,0.009491,0.333479,0.997900,0.922400,0.001000,13.0
151,0.009406,0.339719,0.997800,0.921300,0.001000,13.2
152,0.008608,0.334494,0.998040,0.922200,0.001000,13.2
153,0.008784,0.337971,0.998120,0.921700,0.001000,13.1
154,0.008593,0.336117,0.998400,0.921700,0.001000,13.1
155,0.009063,0.335646,0.997860,0.922200,0.001000,13.2
156,0.008084,0.334603,0.998560,0.921900,0.001000,13.0
157,0.008472,0.333211,0.998120,0.923100,0.001000,13.0
158,0.009416,0.336267,0.998060,0.923000,0.001000,12.9
159,0.008698,0.336231,0.998180,0.922200,0.001000,12.8
160,0.008402,0.334836,0.998080,0.923000,0.001000,12.1
161,0.008119,0.339211,0.998300,0.921900,0.001000,13.1
162,0.009053,0.334184,0.997840,0.923200,0.001000,13.0
163,0.008416,0.336930,0.998180,0.921700,0.001000,13.2
164,0.008921,0.337062,0.997900,0.922600,0.001000,13.0
