Epoch,Train Loss,Val Loss,Train Accuracy,Val Accuracy,Learning Rate,Epoch Time(s)
146,0.004621,0.355076,0.999260,0.926200,0.001000,26.7
147,0.004569,0.353258,0.999200,0.927100,0.001000,26.5
148,0.004253,0.354287,0.999180,0.925000,0.001000,26.6
149,0.004781,0.357508,0.998880,0.926100,0.001000,26.6
150,0.004431,0.355103,0.999320,0.926400,0.001000,26.4
151,0.003869,0.356387,0.999480,0.925700,0.001000,26.5
152,0.004126,0.356781,0.999220,0.926000,0.001000,26.6
153,0.004257,0.355882,0.999280,0.926300,0.001000,26.4
154,0.004103,0.353965,0.999280,0.925700,0.001000,26.6
155,0.004063,0.354941,0.999320,0.926400,0.001000,26.6
156,0.004189,0.355509,0.999320,0.926900,0.001000,27.2
157,0.003941,0.354475,0.999380,0.926200,0.001000,26.5
158,0.004272,0.354277,0.999380,0.925500,0.001000,26.9
159,0.004213,0.356073,0.999360,0.926300,0.001000,26.7
160,0.004217,0.357741,0.999200,0.925900,0.001000,25.8
161,0.003891,0.352781,0.999360,0.926300,0.001000,26.3
162,0.003903,0.356260,0.999400,0.925500,0.001000,26.6
163,0.003944,0.354603,0.999440,0.926900,0.001000,26.7
164,0.003971,0.356084,0.999460,0.926400,0.001000,26.1
