Epoch,Train Loss,Val Loss,Train Accuracy,Val Accuracy,Learning Rate,Epoch Time(s)
64,0.190179,0.494895,0.932940,0.851700,0.100000,20.8
65,0.187588,0.437849,0.933280,0.868100,0.100000,20.8
66,0.188832,0.526700,0.933540,0.850500,0.100000,20.8
67,0.188386,0.417783,0.933560,0.876000,0.100000,20.8
68,0.181079,0.493464,0.936340,0.855900,0.100000,20.8
69,0.181687,0.439395,0.935200,0.863300,0.100000,20.8
70,0.176292,0.445255,0.937380,0.865100,0.100000,20.8
71,0.177644,0.406765,0.937080,0.877500,0.100000,20.8
72,0.176456,0.608951,0.937560,0.839700,0.100000,20.8
73,0.178065,0.449252,0.936160,0.863100,0.100000,20.9
74,0.171460,0.422699,0.938700,0.869900,0.100000,20.8
75,0.166999,0.426794,0.941460,0.874100,0.100000,20.8
76,0.170803,0.410584,0.940460,0.882100,0.100000,20.9
77,0.165431,0.421277,0.941960,0.873600,0.100000,20.9
78,0.162622,0.481507,0.942200,0.867500,0.100000,20.8
79,0.164314,0.423266,0.942320,0.876900,0.100000,20.8
80,0.159554,0.408021,0.944620,0.882500,0.100000,20.9
81,0.162828,0.509135,0.943360,0.857300,0.100000,20.8
82,0.156904,0.463304,0.944560,0.869800,0.010000,20.8
83,0.074860,0.279252,0.975480,0.920100,0.010000,20.8
84,0.045722,0.284711,0.985740,0.921600,0.010000,20.9
85,0.036398,0.290866,0.988140,0.921500,0.010000,20.8
86,0.029667,0.298269,0.991020,0.921800,0.010000,20.9
87,0.026762,0.305383,0.991620,0.922600,0.010000,20.9
88,0.023871,0.310710,0.992520,0.920400,0.010000,20.8
89,0.021675,0.316795,0.992740,0.919800,0.010000,20.8
90,0.018996,0.323722,0.994360,0.922200,0.010000,20.8
91,0.018850,0.326283,0.994100,0.921900,0.010000,20.8
92,0.016323,0.333241,0.995260,0.921200,0.010000,20.8
93,0.013948,0.338851,0.995920,0.922600,0.010000,20.8
94,0.013358,0.345736,0.996080,0.921600,0.010000,20.8
95,0.012215,0.348309,0.996560,0.922000,0.010000,20.8
96,0.011501,0.356736,0.996420,0.920600,0.010000,20.8
97,0.010734,0.359518,0.997000,0.922500,0.010000,20.8
98,0.010563,0.362042,0.996860,0.922400,0.010000,20.8
99,0.009415,0.357426,0.997380,0.924800,0.010000,20.8
100,0.009663,0.363211,0.997100,0.923200,0.010000,20.8
101,0.009137,0.366635,0.997300,0.923000,0.010000,20.8
102,0.008060,0.369318,0.997900,0.922200,0.010000,20.9
103,0.007604,0.370152,0.997880,0.922400,0.010000,20.8
104,0.007294,0.369770,0.998260,0.922400,0.010000,20.8
105,0.007515,0.372657,0.998000,0.922200,0.010000,20.8
106,0.007784,0.372774,0.997660,0.924300,0.010000,20.8
107,0.006557,0.372141,0.998160,0.923900,0.010000,20.8
108,0.007307,0.370232,0.998140,0.924300,0.010000,20.8
109,0.006335,0.374964,0.998260,0.923100,0.010000,20.8
110,0.005709,0.376268,0.998560,0.922500,0.010000,20.8
111,0.006304,0.374125,0.998240,0.922800,0.010000,20.8
112,0.005195,0.375802,0.998640,0.922100,0.010000,20.8
113,0.005288,0.381256,0.998640,0.922800,0.010000,20.8
114,0.005206,0.386571,0.998620,0.922900,0.010000,20.8
115,0.004857,0.387484,0.998680,0.921800,0.010000,20.8
116,0.005238,0.393278,0.998420,0.923000,0.010000,20.8
117,0.004582,0.388381,0.998740,0.922500,0.010000,20.8
118,0.004862,0.391514,0.998680,0.921600,0.010000,20.8
119,0.004568,0.399322,0.998840,0.922000,0.010000,20.8
120,0.005020,0.388626,0.998820,0.923300,0.010000,20.8
121,0.004777,0.390538,0.998580,0.924800,0.010000,20.8
122,0.005207,0.383767,0.998380,0.924300,0.010000,20.9
123,0.004195,0.390715,0.998880,0.923200,0.001000,20.8
124,0.003954,0.382280,0.999000,0.923900,0.001000,21.0
125,0.003209,0.382556,0.999200,0.924700,0.001000,20.8
126,0.002737,0.382913,0.999460,0.924900,0.001000,20.9
127,0.003640,0.380774,0.999080,0.925000,0.001000,21.0
128,0.003006,0.380915,0.999340,0.925000,0.001000,20.8
129,0.003034,0.382125,0.999200,0.925100,0.001000,20.8
130,0.003170,0.383470,0.999340,0.925200,0.001000,20.9
131,0.002680,0.382581,0.999680,0.924900,0.001000,20.8
132,0.003122,0.382859,0.999340,0.925400,0.001000,20.8
133,0.003179,0.381364,0.999280,0.926200,0.001000,20.8
134,0.002656,0.383291,0.999460,0.925200,0.001000,20.8
135,0.002871,0.386557,0.999360,0.924800,0.001000,21.0
136,0.002610,0.379919,0.999460,0.925400,0.001000,20.8
137,0.002637,0.379982,0.999480,0.925000,0.001000,20.8
138,0.002734,0.382962,0.999420,0.925200,0.001000,20.8
139,0.002628,0.377816,0.999440,0.925800,0.001000,20.9
140,0.003030,0.381077,0.999200,0.925500,0.001000,20.9
141,0.002441,0.383180,0.999540,0.926800,0.001000,20.9
142,0.002514,0.385300,0.999500,0.925600,0.001000,21.0
143,0.002769,0.389494,0.999380,0.924500,0.001000,21.1
144,0.002238,0.384911,0.999560,0.926100,0.001000,21.1
145,0.002554,0.385240,0.999460,0.925400,0.001000,21.1
146,0.002609,0.383007,0.999420,0.925300,0.001000,21.1
147,0.002334,0.384200,0.999440,0.925600,0.001000,21.0
148,0.002282,0.383122,0.999560,0.925100,0.001000,21.1
149,0.002481,0.384068,0.999520,0.926400,0.001000,21.0
150,0.002462,0.384804,0.999440,0.925300,0.001000,20.8
151,0.002161,0.382031,0.999620,0.925400,0.001000,20.8
152,0.002100,0.382128,0.999740,0.926300,0.001000,20.8
153,0.002169,0.384536,0.999700,0.926200,0.001000,20.8
154,0.002437,0.385215,0.999480,0.926600,0.001000,20.8
155,0.002298,0.384328,0.999640,0.926200,0.001000,20.8
156,0.002234,0.383486,0.999560,0.926700,0.001000,20.8
157,0.001932,0.385589,0.999660,0.925500,0.001000,20.8
158,0.002197,0.385017,0.999520,0.925500,0.001000,20.8
159,0.002014,0.387217,0.999620,0.925500,0.001000,20.9
160,0.002559,0.385384,0.999360,0.925700,0.001000,20.9
161,0.002335,0.387447,0.999540,0.924800,0.001000,20.9
162,0.002208,0.389745,0.999640,0.925300,0.001000,21.2
163,0.002248,0.385343,0.999560,0.925900,0.001000,20.8
164,0.002451,0.389380,0.999460,0.925700,0.001000,20.8
