Epoch,Train Loss,Val Loss,Train Accuracy,Val Accuracy,Learning Rate,Epoch Time(s)
1,2.023153,1.681197,0.276960,0.370000,0.100000,15.7
2,1.575209,2.315777,0.417220,0.429600,0.100000,14.3
3,1.358254,1.225443,0.507740,0.560200,0.100000,14.2
4,1.135587,1.205569,0.592460,0.586800,0.100000,14.2
5,0.961829,0.863959,0.661160,0.697100,0.100000,14.5
6,0.842250,0.852760,0.700940,0.706200,0.100000,14.4
7,0.751633,0.890148,0.733780,0.703700,0.100000,14.3
8,0.670381,0.650786,0.768500,0.779200,0.100000,14.2
9,0.598981,0.781006,0.789540,0.737100,0.100000,14.3
10,0.549511,0.616204,0.810000,0.793800,0.100000,14.4
11,0.495025,0.621202,0.829320,0.786800,0.100000,14.5
12,0.455566,0.523769,0.841980,0.819600,0.100000,14.1
13,0.419941,0.469215,0.853900,0.842500,0.100000,14.1
14,0.390190,0.476078,0.863740,0.840400,0.100000,14.5
15,0.367584,0.433240,0.872400,0.850700,0.100000,14.2
16,0.343068,0.485937,0.880420,0.853300,0.100000,14.2
17,0.322245,0.416738,0.888760,0.860700,0.100000,12.6
18,0.305482,0.398366,0.893040,0.869200,0.100000,14.4
19,0.286826,0.433580,0.901440,0.859600,0.100000,14.3
20,0.274907,0.391304,0.903900,0.871000,0.100000,14.2
21,0.260030,0.361110,0.909620,0.877700,0.100000,14.5
22,0.249325,0.487770,0.912400,0.852500,0.100000,14.4
23,0.239397,0.382744,0.917880,0.876100,0.100000,14.3
24,0.230365,0.381218,0.919640,0.876300,0.100000,14.4
25,0.217670,0.352396,0.924300,0.887500,0.100000,14.3
26,0.208170,0.392426,0.926400,0.872700,0.100000,13.6
27,0.198376,0.396145,0.930420,0.869600,0.100000,14.4
28,0.193881,0.356335,0.932980,0.890700,0.100000,14.3
29,0.187551,0.357754,0.934540,0.889400,0.100000,14.2
30,0.182896,0.404090,0.935600,0.875600,0.100000,14.1
31,0.175513,0.382376,0.938360,0.882300,0.100000,14.3
32,0.176866,0.327740,0.937740,0.897800,0.100000,14.3
33,0.162408,0.345970,0.943300,0.893500,0.100000,14.3
34,0.160670,0.335820,0.943680,0.893500,0.100000,14.6
35,0.151539,0.381332,0.947080,0.885100,0.100000,14.0
36,0.151046,0.368913,0.946640,0.891300,0.100000,14.7
37,0.153276,0.374487,0.946120,0.887700,0.100000,14.6
38,0.142001,0.347976,0.950580,0.893700,0.100000,14.5
39,0.142521,0.347723,0.949880,0.894200,0.100000,14.4
40,0.140313,0.347871,0.950600,0.896000,0.100000,13.9
41,0.133207,0.355694,0.953640,0.893600,0.100000,14.5
42,0.137344,0.327097,0.952360,0.897400,0.100000,14.4
43,0.132486,0.348969,0.952760,0.894800,0.100000,14.4
44,0.129737,0.327114,0.955680,0.903300,0.100000,14.5
45,0.125170,0.346348,0.956420,0.893900,0.100000,13.8
46,0.123258,0.333242,0.957140,0.901600,0.100000,14.5
47,0.127925,0.420249,0.955420,0.881500,0.100000,14.6
48,0.121283,0.335063,0.958440,0.898200,0.100000,14.5
49,0.120596,0.336126,0.957400,0.900800,0.100000,14.6
50,0.121238,0.356923,0.957220,0.895000,0.100000,14.4
51,0.119170,0.357987,0.958380,0.896700,0.100000,14.4
52,0.114797,0.350420,0.960080,0.903700,0.100000,14.6
53,0.116326,0.399802,0.959700,0.890400,0.100000,14.7
54,0.115093,0.379386,0.960200,0.892100,0.100000,14.6
55,0.109257,0.340953,0.962580,0.902800,0.100000,14.6
56,0.110553,0.350740,0.961920,0.898300,0.100000,14.5
57,0.107789,0.342780,0.963060,0.900500,0.100000,14.7
